Tag,Path,Mode,Methods,Description
Description,/INFO/DB/THNL,,"GET","Description Thnl"
Description,/INFO/DB/THRE,,"GET","Description Thre"
Description,/INFO/DB/THRG,,"GET","Description Thrg"
Description,/INFO/DB/THRI,,"GET","Description Thri"
Description,/INFO/DB/THSL,,"GET","Description Thsl"
Description,/INFO/DB/TMAT,,"GET","Description Tmat"
Description,/INFO/DB/TMLD,,"GET","Description Tmld"
Description,/INFO/DB/TSGR,,"GET","Description Tsgr"
Description,/INFO/DB/UFIG,,"GET","Description Ufig"
Description,/INFO/DB/ULFC,,"GET","Description Ulfc"
Description,/INFO/DB/UNIT,,"GET","Description Unit"
Description,/INFO/DB/VBEM,,"GET","Description Vbem"
Description,/INFO/DB/VSEC,,"GET","Description Vsec"
Description,/INFO/DB/WMAK,,"GET","Description Wmak"
Description,/INFO/DB/WSSF,,"GET","Description Wssf"
Description,/INFO/DB/WVLD,,"GET","Description Wvld"
OPE,/OPE/ANALSTATUS,,"POST","Post Ope Analstatus"
OPE,/OPE/APIEND,,"GET","Get Ope Apiend"
OPE,/OPE/APISTART,,"GET","Get Ope Apistart"
OPE,/OPE/AUTOMESH,,"POST","Post Ope Automesh"
OPE,/OPE/BOM,,"POST","Post Ope Bom"
OPE,/OPE/DIVIDEELEM,,"POST","Post Ope Divideelem"
OPE,/OPE/EDMP,,"POST","Post Ope Edmp"
OPE,/OPE/ELEMPAR,,"POST","Post Ope Elempar"
OPE,/OPE/ELEMTDNT,,"POST","Post Ope Elemtdnt"
OPE,/OPE/LINEBMLD,,"POST","Post Ope Linebmld"
OPE,/OPE/MATL_DB/{TYPE or STANDARD},,"GET","Get Ope Matl Db With Param"
OPE,/OPE/MATL_STANDARD/{TYPE},,"GET","Get Ope Matl Standard With Param"
OPE,/OPE/MEMB,,"POST","Post Ope Memb"
OPE,/OPE/MODALDAMPINGRATIO,,"POST","Post Ope Modaldampingratio"
OPE,/OPE/MXTCMDSHELL,,"POST","Post Ope Mxtcmdshell"
OPE,/OPE/MXTCMDSHELL/{CMD},,"GET","Get Ope Mxtcmdshell With Param"
OPE,/OPE/MXTINFO,,"GET","Get Ope Mxtinfo"
OPE,/OPE/PLATE_DECK,,"POST","Post Ope Plate Deck"
OPE,/OPE/POSP,,"POST","Post Ope Posp"
OPE,/OPE/PROJECTSTATUS,,"GET","Get Ope Projectstatus"
OPE,/OPE/SECTCORD,,"POST","Post Ope Sectcord"
OPE,/OPE/SECTPROP,,"GET, POST","Post Ope Sectprop"
OPE,/OPE/SECT_DBNAME/{shape},,"GET","Get Ope Sect Dbname With Param"
OPE,/OPE/SECT_NAME,,"POST","Post Ope Sect Name"
OPE,/OPE/SECT_SHAPE,,"GET","Get Ope Sect Shape"
OPE,/OPE/SECT_SHAPE/{opt},,"GET","Get Ope Sect Shape With Param"
OPE,/OPE/SMARTGRAPHVALUE,,"POST","Post Ope Smartgraphvalue"
OPE,/OPE/SSPS,,"POST","Post Ope Ssps"
OPE,/OPE/SWPCGIRDER_DLG,,"POST","Post Ope Swpcgirder Dlg"
OPE,/OPE/TEMP_TABLETYPE,,"GET","Get Ope Temp Tabletype"
OPE,/OPE/TRANSACTION-CANCEL,,"POST","Post Ope Transaction Cancel"
OPE,/OPE/TRANSACTION-CLOSE,,"POST","Post Ope Transaction Close"
OPE,/OPE/TRANSACTION-OPEN,,"POST","Post Ope Transaction Open"
OPE,/OPE/USLC,,"POST","Post Ope Uslc"
OPE,/OPE/UTBLTYPES,,"GET","Get Ope Utbltypes"
POST,/POST/ANL,,"POST","Post Post Anl"
POST,/POST/CHART,,"POST","Post Post Chart"
POST,/POST/PM,,"POST","Post Post Pm"
POST,/POST/RCBEAMCHKRATIO,,"POST","Post Post Rcbeamchkratio"
POST,/POST/RCWALLDGNRATIO,,"POST","Post Post Rcwalldgnratio"
POST,/POST/STEELCODECHECK,,"POST","Post Post Steelcodecheck"
POST,/POST/TABLE,,"POST","Post Post Table"
POST,/POST/TEXT,,"POST","Post Post Text"
POST,/REQUESTINFO/POST/TABLE,,"GET","Get Requestinfo Post Table"
POST,/REQUESTINFO/POST/TABLE/TYPELIST,,"GET","Get Requestinfo Post Table Typelist"
POST,/REQUESTINFO/POST/TABLE/{TABLE_TYPE},,"GET","Get Requestinfo Post Table With Param"
POST,/REQUESTINFO/POST/TABLE_REQUEST/{TABLE_TYPE},,"GET","Get Requestinfo Post Table Request With Param"
VIEW,/VIEW/ACTIVE,,"POST","Post View Active"
VIEW,/VIEW/ANGLE,,"POST","Post View Angle"
VIEW,/VIEW/CAPTURE,,"POST","Post View Capture"
VIEW,/VIEW/DISPLAY,,"POST","Post View Display"
VIEW,/VIEW/PRECAPTURE,,"POST","Post View Precapture"
VIEW,/VIEW/RESULTGRAPHIC,,"POST","Post View Resultgraphic"
VIEW,/VIEW/SELECT,,"GET","Get View Select"
