Tag,Path,Mode,Methods,Description
DB_Design,/DB/RCHK/{id},,"DELETE, GET, POST, PUT",""
DB_Design,/DB/WMAK,,"DELETE, GET, POST, PUT",""
DB_Design,/DB/WMAK/{id},,"DELETE, GET, POST, PUT",""
DB_Grid Model Analysis Loads,/DB/GALD,,"DELETE, GET, POST, PUT",""
DB_Grid Model Analysis Loads,/DB/GALD/{id},,"DELETE, GET, POST, PUT",""
DB_Heat of Hydration Results,/DB/HHND,,"DELETE, GET, POST, PUT",""
DB_Heat of Hydration Results,/DB/HHND/{id},,"DELETE, GET, POST, PUT",""
DB_Misc. Result,/DB/ULFC,,"DELETE, GET, POST, PUT",""
DB_Misc. Result,/DB/ULFC/{id},,"DELETE, GET, POST, PUT",""
DB_Miscellaneous Loads,/DB/WVLD,,"DELETE, GET, POST, PUT",""
DB_Miscellaneous Loads,/DB/WVLD/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/CJFG,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/CJFG/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/CRGR,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/CRGR/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/DYFG,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/DYFG/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/DYLA,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/DYLA/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/DYNF,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/DYNF/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/IMPF,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/IMPF/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANCH,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANCH/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANID,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANID/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANJP,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANJP/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANOP,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANOP/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANTR,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/LLANTR/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVHL,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVHL/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVHLTR,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVHLTR/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDBS,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDBS/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDCH,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDCH/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDEU,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDEU/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDID,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDID/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDJP,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDJP/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDPL,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDPL/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDTR,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/MVLDTR/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/SLANCH,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/SLANCH/{id},,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/SLANOP,,"DELETE, GET, POST, PUT",""
DB_Moving Loads,/DB/SLANOP/{id},,"DELETE, GET, POST, PUT",""
DB_Node/Element,/DB/DOEL,,"DELETE, GET, POST, PUT",""
DB_Node/Element,/DB/DOEL/{id},,"DELETE, GET, POST, PUT",""
DB_Project,/DB/PJCF,,"DELETE, GET, POST, PUT",""
DB_Project,/DB/PJCF/{id},,"DELETE, GET, POST, PUT",""
DB_Project,/DB/UNIT,,"GET, PUT",""
DB_Project,/DB/UNIT/{id},,"GET, PUT",""
DB_Properties,/DB/ESSF,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/ESSF/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/EWSF,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/EWSF/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/FIBR,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/FIBR/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/GRDP,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/GRDP/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/IEHC,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/IEHC/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/IEHP,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/IEHP/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/IMFM,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/IMFM/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/MTCS,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/MTCS/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/PHGT,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/PHGT/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/PSSF,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/PSSF/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/RPSC,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/RPSC/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/SECF,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/SECF/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/SECP,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/SECP/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/SECV,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/SECV/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/STRPSSM,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/STRPSSM/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/VBEM,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/VBEM/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/VSEC,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/VSEC/{id},,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/WSSF,,"DELETE, GET, POST, PUT",""
DB_Properties,/DB/WSSF/{id},,"DELETE, GET, POST, PUT",""
DB_Pushover,/DB/PHGE,,"DELETE, GET, POST, PUT",""
DB_Pushover,/DB/PHGE/{id},,"DELETE, GET, POST, PUT",""
DB_Pushover,/DB/POGD,,"DELETE, GET, POST, PUT",""
DB_Pushover,/DB/POGD/{id},,"DELETE, GET, POST, PUT",""
DB_Pushover,/DB/POLC,,"DELETE, GET, POST, PUT",""
DB_Pushover,/DB/POLC/{id},,"DELETE, GET, POST, PUT",""
DB_Static Loads,/DB/ARPR,,"DELETE, GET, POST, PUT",""
DB_Static Loads,/DB/ARPR/{id},,"DELETE, GET, POST, PUT",""
DB_Static Loads,/DB/EQMF,,"DELETE, GET, POST, PUT",""
DB_Static Loads,/DB/EQMF/{id},,"DELETE, GET, POST, PUT",""
DB_View,/DB/NUCS,,"DELETE, GET, POST, PUT",""
DB_View,/DB/NUCS/{id},,"DELETE, GET, POST, PUT",""
DB_View,/DB/UFIG,,"GET",""
DB_View,/DB/UFIG/{id},,"GET",""
Description,/INFO/DB/ACTL,,"GET",""
Description,/INFO/DB/ARPR,,"GET",""
Description,/INFO/DB/BCCT,,"GET",""
Description,/INFO/DB/BMLD,,"GET",""
Description,/INFO/DB/BNGR,,"GET",""
Description,/INFO/DB/BODF,,"GET",""
Description,/INFO/DB/BTMP,,"GET",""
Description,/INFO/DB/BUCK,,"GET",""
Description,/INFO/DB/CAMB,,"GET",""
Description,/INFO/DB/CCFC,,"GET",""
Description,/INFO/DB/CGLP,,"GET",""
Description,/INFO/DB/CJFG,,"GET",""
Description,/INFO/DB/CLDR,,"GET",""
Description,/INFO/DB/CLWP,,"GET",""
Description,/INFO/DB/CMCS,,"GET",""
Description,/INFO/DB/CMFT,,"GET",""
Description,/INFO/DB/CNLD,,"GET",""
Description,/INFO/DB/CO_F,,"GET",""
Description,/INFO/DB/CO_M,,"GET",""
Description,/INFO/DB/CO_S,,"GET",""
Description,/INFO/DB/CO_T,,"GET",""
Description,/INFO/DB/CONS,,"GET",""
Description,/INFO/DB/CRGR,,"GET",""
Description,/INFO/DB/CRPC,,"GET",""
Description,/INFO/DB/CSCS,,"GET",""
Description,/INFO/DB/CUTL,,"GET",""
Description,/INFO/DB/DCON,,"GET",""
Description,/INFO/DB/DCTL,,"GET",""
Description,/INFO/DB/DOEL,,"GET",""
Description,/INFO/DB/DSTL,,"GET",""
Description,/INFO/DB/DYFG,,"GET",""
Description,/INFO/DB/DYLA,,"GET",""
Description,/INFO/DB/DYNF,,"GET",""
Description,/INFO/DB/EARE,,"GET",""
Description,/INFO/DB/EDMP,,"GET",""
Description,/INFO/DB/EFCT,,"GET",""
Description,/INFO/DB/EIGV,,"GET",""
Description,/INFO/DB/ELEM,,"GET",""
Description,/INFO/DB/ELNK,,"GET",""
Description,/INFO/DB/EPMT,,"GET",""
Description,/INFO/DB/EPSE,,"GET",""
Description,/INFO/DB/EQMF,,"GET",""
Description,/INFO/DB/ESSF,,"GET",""
Description,/INFO/DB/ETFC,,"GET",""
Description,/INFO/DB/ETMP,,"GET",""
Description,/INFO/DB/EWSF,,"GET",""
Description,/INFO/DB/EXLD,,"GET",""
Description,/INFO/DB/FBLA,,"GET",""
Description,/INFO/DB/FBLD,,"GET",""
Description,/INFO/DB/FIBR,,"GET",""
Description,/INFO/DB/FIMP,,"GET",""
Description,/INFO/DB/FMLD,,"GET",""
Description,/INFO/DB/FRLS,,"GET",""
Description,/INFO/DB/GALD,,"GET",""
Description,/INFO/DB/GCMB,,"GET",""
Description,/INFO/DB/GRDP,,"GET",""
Description,/INFO/DB/GRUP,,"GET",""
Description,/INFO/DB/GSBG,,"GET",""
Description,/INFO/DB/GSPR,,"GET",""
Description,/INFO/DB/GSTP,,"GET",""
Description,/INFO/DB/GTMP,,"GET",""
Description,/INFO/DB/HAHS,,"GET",""
Description,/INFO/DB/HECB,,"GET",""
Description,/INFO/DB/HHCT,,"GET",""
Description,/INFO/DB/HHND,,"GET",""
Description,/INFO/DB/HPCE,,"GET",""
Description,/INFO/DB/HSFC,,"GET",""
Description,/INFO/DB/HSPT,,"GET",""
Description,/INFO/DB/HSTG,,"GET",""
Description,/INFO/DB/IEHC,,"GET",""
Description,/INFO/DB/IEHG,,"GET",""
Description,/INFO/DB/IEHP,,"GET",""
Description,/INFO/DB/IELC,,"GET",""
Description,/INFO/DB/IEPI,,"GET",""
Description,/INFO/DB/IFGS,,"GET",""
Description,/INFO/DB/IMFM,,"GET",""
Description,/INFO/DB/IMPF,,"GET",""
Description,/INFO/DB/INMF,,"GET",""
Description,/INFO/DB/KFAC,,"GET",""
Description,/INFO/DB/LCOM-ALUM,,"GET",""
Description,/INFO/DB/LCOM-CFSTEEL,,"GET",""
Description,/INFO/DB/LCOM-CONC,,"GET",""
Description,/INFO/DB/LCOM-FDN,,"GET",""
Description,/INFO/DB/LCOM-GEN,,"GET",""
Description,/INFO/DB/LCOM-LINEAR,,"GET",""
Description,/INFO/DB/LCOM-SEISMIC,,"GET",""
Description,/INFO/DB/LCOM-SRC,,"GET",""
Description,/INFO/DB/LCOM-STEEL,,"GET",""
Description,/INFO/DB/LCOM-STLCOMP,,"GET",""
Description,/INFO/DB/LDGR,,"GET",""
Description,/INFO/DB/LDSQ,,"GET",""
Description,/INFO/DB/LENG,,"GET",""
Description,/INFO/DB/LLAN,,"GET",""
Description,/INFO/DB/LLANCH,,"GET",""
Description,/INFO/DB/LLANID,,"GET",""
Description,/INFO/DB/LLANJP,,"GET",""
Description,/INFO/DB/LLANOP,,"GET",""
Description,/INFO/DB/LLANTR,,"GET",""
Description,/INFO/DB/LTOM,,"GET",""
Description,/INFO/DB/LTSR,,"GET",""
Description,/INFO/DB/MADO,,"GET",""
Description,/INFO/DB/MATD,,"GET",""
Description,/INFO/DB/MATL,,"GET",""
Description,/INFO/DB/MBTP,,"GET",""
Description,/INFO/DB/MCON,,"GET",""
Description,/INFO/DB/MDGN,,"GET",""
Description,/INFO/DB/MEMB,,"GET",""
Description,/INFO/DB/MLFC,,"GET",""
Description,/INFO/DB/MLSP,,"GET",""
Description,/INFO/DB/MLSR,,"GET",""
Description,/INFO/DB/MRFT,,"GET",""
Description,/INFO/DB/MTCS,,"GET",""
Description,/INFO/DB/MVCD,,"GET",""
Description,/INFO/DB/MVCT,,"GET",""
Description,/INFO/DB/MVCTBS,,"GET",""
Description,/INFO/DB/MVCTCH,,"GET",""
Description,/INFO/DB/MVCTID,,"GET",""
Description,/INFO/DB/MVCTTR,,"GET",""
Description,/INFO/DB/MVHC,,"GET",""
Description,/INFO/DB/MVHL,,"GET",""
Description,/INFO/DB/MVHLTR,,"GET",""
Description,/INFO/DB/MVLD,,"GET",""
Description,/INFO/DB/MVLDBS,,"GET",""
Description,/INFO/DB/MVLDCH,,"GET",""
Description,/INFO/DB/MVLDEU,,"GET",""
Description,/INFO/DB/MVLDID,,"GET",""
Description,/INFO/DB/MVLDJP,,"GET",""
Description,/INFO/DB/MVLDPL,,"GET",""
Description,/INFO/DB/MVLDTR,,"GET",""
Description,/INFO/DB/NBOF,,"GET",""
Description,/INFO/DB/NLCT,,"GET",""
Description,/INFO/DB/NLLP,,"GET",""
Description,/INFO/DB/NLNK,,"GET",""
Description,/INFO/DB/NMAS,,"GET",""
Description,/INFO/DB/NODE,,"GET",""
Description,/INFO/DB/NPLN,,"GET",""
Description,/INFO/DB/NSPR,,"GET",""
Description,/INFO/DB/NTMP,,"GET",""
Description,/INFO/DB/NUCS,,"GET",""
Description,/INFO/DB/OFFS,,"GET",""
Description,/INFO/DB/PDEL,,"GET",""
Description,/INFO/DB/PHGE,,"GET",""
Description,/INFO/DB/PHGT,,"GET",""
Description,/INFO/DB/PJCF,,"GET",""
Description,/INFO/DB/PLCB,,"GET",""
Description,/INFO/DB/PNLA,,"GET",""
Description,/INFO/DB/PNLD,,"GET",""
Description,/INFO/DB/POGD,,"GET",""
Description,/INFO/DB/POLC,,"GET",""
Description,/INFO/DB/POSL,,"GET",""
Description,/INFO/DB/PRES,,"GET",""
Description,/INFO/DB/PRLS,,"GET",""
Description,/INFO/DB/PRST,,"GET",""
Description,/INFO/DB/PSLT,,"GET",""
Description,/INFO/DB/PSSF,,"GET",""
Description,/INFO/DB/PTNS,,"GET",""
Description,/INFO/DB/PZEF,,"GET",""
Description,/INFO/DB/RCHK,,"GET",""
Description,/INFO/DB/RIGD,,"GET",""
Description,/INFO/DB/RPSC,,"GET",""
Description,/INFO/DB/SBCT,,"GET",""
Description,/INFO/DB/SBDO,,"GET",""
Description,/INFO/DB/SDSP,,"GET",""
Description,/INFO/DB/SDST,,"GET",""
Description,/INFO/DB/SDVE,,"GET",""
Description,/INFO/DB/SDVI,,"GET",""
Description,/INFO/DB/SECF,,"GET",""
Description,/INFO/DB/SECP,,"GET",""
Description,/INFO/DB/SECT,,"GET",""
Description,/INFO/DB/SECV,,"GET",""
Description,/INFO/DB/SGLD,,"GET",""
Description,/INFO/DB/SINF,,"GET",""
Description,/INFO/DB/SKEW,,"GET",""
Description,/INFO/DB/SLAN,,"GET",""
Description,/INFO/DB/SLANCH,,"GET",""
Description,/INFO/DB/SLANOP,,"GET",""
Description,/INFO/DB/SMCT,,"GET",""
Description,/INFO/DB/SMLC,,"GET",""
Description,/INFO/DB/SMPT,,"GET",""
Description,/INFO/DB/SPAN,,"GET",""
Description,/INFO/DB/SPFC,,"GET",""
Description,/INFO/DB/SPLC,,"GET",""
Description,/INFO/DB/SSPS,,"GET",""
Description,/INFO/DB/STAG,,"GET",""
Description,/INFO/DB/STBK,,"GET",""
Description,/INFO/DB/STCT,,"GET",""
Description,/INFO/DB/STLD,,"GET",""
Description,/INFO/DB/STMP,,"GET",""
Description,/INFO/DB/STRPSSM,,"GET",""
Description,/INFO/DB/STYP,,"GET",""
Description,/INFO/DB/TDCS,,"GET",""
Description,/INFO/DB/TDGR,,"GET",""
Description,/INFO/DB/TDME,,"GET",""
Description,/INFO/DB/TDMF,,"GET",""
Description,/INFO/DB/TDMT,,"GET",""
Description,/INFO/DB/TDNA,,"GET",""
Description,/INFO/DB/TDNT,,"GET",""
Description,/INFO/DB/TDPL,,"GET",""
Description,/INFO/DB/THFC,,"GET",""
Description,/INFO/DB/THGA,,"GET",""
Description,/INFO/DB/THGC,,"GET",""
Description,/INFO/DB/THIK,,"GET",""
Description,/INFO/DB/THIS,,"GET",""
Description,/INFO/DB/THMS,,"GET",""
Description,/INFO/DB/THNL,,"GET",""
Description,/INFO/DB/THRE,,"GET",""
Description,/INFO/DB/THRG,,"GET",""
Description,/INFO/DB/THRI,,"GET",""
Description,/INFO/DB/THSL,,"GET",""
Description,/INFO/DB/TMAT,,"GET",""
Description,/INFO/DB/TMLD,,"GET",""
Description,/INFO/DB/TSGR,,"GET",""
Description,/INFO/DB/UFIG,,"GET",""
Description,/INFO/DB/ULFC,,"GET",""
Description,/INFO/DB/UNIT,,"GET",""
Description,/INFO/DB/VBEM,,"GET",""
Description,/INFO/DB/VSEC,,"GET",""
Description,/INFO/DB/WMAK,,"GET",""
Description,/INFO/DB/WSSF,,"GET",""
Description,/INFO/DB/WVLD,,"GET",""
DOC,/DOC/EXIT,,"POST",""
DOC,/DOC/SAVE,,"POST",""
OPE,/OPE/ANALSTATUS,,"POST",""
OPE,/OPE/APIEND,,"GET",""
OPE,/OPE/APISTART,,"GET",""
OPE,/OPE/AUTOMESH,,"POST",""
OPE,/OPE/BOM,,"POST",""
OPE,/OPE/DIVIDEELEM,,"POST",""
OPE,/OPE/EDMP,,"POST",""
OPE,/OPE/ELEMPAR,,"POST",""
OPE,/OPE/ELEMTDNT,,"POST",""
OPE,/OPE/LINEBMLD,,"POST",""
OPE,/OPE/MATL_DB/{TYPE or STANDARD},,"GET",""
OPE,/OPE/MATL_STANDARD/{TYPE},,"GET",""
OPE,/OPE/MEMB,,"POST",""
OPE,/OPE/MODALDAMPINGRATIO,,"POST",""
OPE,/OPE/MXTCMDSHELL,,"POST",""
OPE,/OPE/MXTCMDSHELL/{CMD},,"GET",""
OPE,/OPE/MXTINFO,,"GET",""
OPE,/OPE/PLATE_DECK,,"POST",""
OPE,/OPE/POSP,,"POST",""
OPE,/OPE/PROJECTSTATUS,,"GET",""
OPE,/OPE/SECT_DBNAME/{shape},,"GET",""
OPE,/OPE/SECT_NAME,,"POST",""
OPE,/OPE/SECT_SHAPE,,"GET",""
OPE,/OPE/SECT_SHAPE/{opt},,"GET",""
OPE,/OPE/SECTCORD,,"POST",""
OPE,/OPE/SECTPROP,,"GET, POST",""
OPE,/OPE/SMARTGRAPHVALUE,,"POST",""
OPE,/OPE/SSPS,,"POST",""
OPE,/OPE/SWPCGIRDER_DLG,,"POST",""
OPE,/OPE/TEMP_TABLETYPE,,"GET",""
OPE,/OPE/TRANSACTION-CANCEL,,"POST",""
OPE,/OPE/TRANSACTION-CLOSE,,"POST",""
OPE,/OPE/TRANSACTION-OPEN,,"POST",""
OPE,/OPE/USLC,,"POST",""
OPE,/OPE/UTBLTYPES,,"GET",""
POST,/POST/ANL,,"POST",""
POST,/POST/CHART,,"POST",""
POST,/POST/PM,,"POST",""
POST,/POST/RCBEAMCHKRATIO,,"POST",""
POST,/POST/RCWALLDGNRATIO,,"POST",""
POST,/POST/STEELCODECHECK,,"POST",""
POST,/POST/TABLE,,"POST",""
POST,/POST/TEXT,,"POST",""
POST,/REQUESTINFO/POST/TABLE,,"GET",""
POST,/REQUESTINFO/POST/TABLE_REQUEST/{TABLE_TYPE},,"GET",""
POST,/REQUESTINFO/POST/TABLE/{TABLE_TYPE},,"GET",""
POST,/REQUESTINFO/POST/TABLE/TYPELIST,,"GET",""
VIEW,/VIEW/PRECAPTURE,,"POST",""
VIEW,/VIEW/RESULTGRAPHIC,,"POST",""
VIEW,/VIEW/SELECT,,"GET",""
POST,/POST/TABLE,ELEMENTWEIGHT,POST,"Designing with Intent: The Vision Behind POST/TABLE"
POST,/POST/TABLE,ELEMENTWEIGHT,POST,"Element Weight Table"
POST,/POST/TABLE,NODALBODYFORCE,POST,"Nodal Body Force Table"
POST,/POST/TABLE,MASS_SUMMARY_X,POST,"Mass Summary Table"
POST,/POST/TABLE,LOAD_SUMMARY_X,POST,"Load Summary Table"
POST,/POST/TABLE,MATERIAL,POST,"Material Table"
POST,/POST/TABLE,SECTIONALL,POST,"Section Table"
POST,/POST/TABLE,SUPPORTS,POST,"Restraint Supports Table"
POST,/POST/TABLE,STORY_MASS,POST,"Story Mass Summary"
POST,/POST/TABLE,REACTIONG,POST,"Reaction - Analysis Result Table"
POST,/POST/TABLE,DISPLACEMENTG,POST,"Displacements - Analysis Result Table"
POST,/POST/TABLE,TRUSSFORCE,POST,"Truss Force - Analysis Result Table"
POST,/POST/TABLE,TRUSSSTRESS,POST,"Truss Stress - Analysis Result Table"
POST,/POST/TABLE,CABLEFORCE,POST,"Cable Force - Analysis Result Table"
POST,/POST/TABLE,CABLECONFIG,POST,"Cable Configuration - Analysis Result Table"
POST,/POST/TABLE,CABLEEFFIENCY,POST,"Cable Efficiency - Analysis Result Table"
POST,/POST/TABLE,BEAMFORCE,POST,"Beam Force - Analysis Result Table"
POST,/POST/TABLE,BEAMFORCESTP,POST,"Beam Force (Static Prestress) - Analysis Result Table"
POST,/POST/TABLE,BEAMSTRESS,POST,"Beam Stress - Analysis Result Table"
